"table c14:  anti-social behaviour incident and rates per 1,000 population, by police force area [note 1, 2, 3]",unnamed: 1,unnamed: 2,unnamed: 3,unnamed: 4,unnamed: 5,unnamed: 6,unnamed: 7,unnamed: 8,unnamed: 9,unnamed: 10,unnamed: 11,unnamed: 12,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,unnamed: 18,unnamed: 19,unnamed: 20,unnamed: 21,unnamed: 22,unnamed: 23,unnamed: 24,unnamed: 25,unnamed: 26,unnamed: 27,unnamed: 28,unnamed: 29,unnamed: 30,unnamed: 31,unnamed: 32,unnamed: 33,unnamed: 34,unnamed: 35,unnamed: 36,unnamed: 37,age_band
E92000001,ENGLAND,3602673,70.68890124329184,3422894,66.617773195288,3290560,63.50488913113135,3004146,57.554679892462275,2558433,48.60018678461254,2139932,40.29459751469712,1951915,36.488669541059664,1831129,33.99426764472912,1698387,31.237392592822566,1697381,30.96920275906683,1543717,27.920853165927987,1351963,24.307335255583162,1284311,22.965075360135362,1916272,34.07914087796747,1204868,21.390988784017374,968863,17.13137419007668,962838,16.860422539695115,950190,16.47052660807602,unknown
E12000001,North East,298864,117.0836584960714,271707,106.05083048892584,249744,97.20267526871007,228732,88.81275090363165,188860,73.00720407844544,157483,60.65340980210989,148541,57.080440070552704,149828,57.394786631276006,135385,51.862069916590116,125649,48.108127562405144,115497,44.11223819852398,100601,38.34190808933805,92256,35.086424889698876,132557,50.274284743366266,78668,29.82756672604274,71920,27.165322061285902,71149,26.51805414753414,63798,23.52971549543037,unknown
E23000013,Cleveland,64105,115.74621597173196,64706,116.7902446772412,63113,113.7550354622712,56522,101.90607376209776,49220,88.56898645912996,39523,70.90039537603778,42826,76.69604896970912,43729,78.1230738997222,42807,76.22234053350473,42877,76.17337049887456,41878,74.16432752162787,33510,59.189365343752264,26935,47.49352000423183,33162,58.37414230743504,21970,38.70547197068461,16634,29.174522717506644,17100,29.51904669015531,16500,28.043625683882055,unknown
E23000008,Durham,63412,105.53592618543182,63990,105.6652003328974,66283,108.78352762382428,55358,90.50364087590286,41984,68.19392647842302,30517,49.33411792853933,29439,47.51321829062809,28531,45.917538017841714,25311,40.861825971983876,21840,35.23080695324498,19476,31.378033121257186,17624,28.313829821415947,18622,29.888020235643815,21522,34.4300217247326,19750,31.547958487678724,13646,21.67211672386712,11955,18.75011762934523,12876,20.032859116537846,unknown
E23000007,Northumbria,171347,122.57720675027007,143011,101.97466231513167,120348,85.64560136522853,116852,82.92510185384285,97656,68.99109635058464,87443,61.56141251278672,76276,53.55227166776192,77568,54.26677104736799,67267,47.058091036667356,60932,42.6394589242165,54143,37.78563597294715,49467,34.46730946372108,46699,32.44779753252492,77873,53.94779866545478,36948,25.591245173243756,41640,28.76324273096076,42094,28.710431420373126,34422,23.253912976510318,unknown
E12000002,North West,639605,92.67508840360584,587949,84.84997785483247,536000,77.02757486584484,447585,64.06742134014758,382564,54.49690958060639,355837,50.43069257327244,324054,45.74231858252932,321992,45.330172343402886,314301,44.01299184326888,299268,41.66539624436716,236355,32.67215831153968,177913,24.452823861133503,182325,24.921010000388183,268957,36.52685689653791,167494,22.693803556754496,142460,19.188878586095107,150732,20.05451488023131,160709,21.145570481331493,unknown
E23000006,Cheshire,57429,57.070313082277885,60691,59.91415309102181,58618,57.60377041431516,51626,50.57247421710918,46783,45.65464543799984,45738,44.462244809675965,44023,42.67076350454109,40165,38.813813523615885,38247,36.51606546483585,33453,31.747191645685664,29486,27.77605076293236,22271,20.8249956051601,19991,18.56436563006107,30012,27.6705460627188,16649,15.301320863616144,12611,11.485888323393652,10473,9.445644478315964,10171,9.085346517849567,unknown
E23000002,Cumbria,45427,91.0702006563582,40735,81.34326718971842,37174,74.21204353624161,32929,65.75463371579876,26058,52.09880739356012,25787,51.59288299517623,23870,47.82570366096044,20251,40.6589435219949,13813,27.720081958166016,12285,24.633159420754815,11253,22.553542868366517,9066,18.179521268596112,7352,14.735209173028474,11248,22.533360311396297,6880,13.803093257148818,4922,9.829668343555097,4597,9.138565461908065,3613,7.153563020850864,unknown
E23000005,Greater Manchester,252656,97.84297475854483,237580,91.42548407442568,215292,82.17229953965771,161652,61.23569180323149,147201,55.300448073344725,133848,49.84311380188919,113897,42.14958946550767,127928,47.119940595459795,130344,47.67703221959878,122446,44.41337965485197,79300,28.478405611502833,64000,22.822232991463416,68508,24.260254869367586,85014,29.85085108317922,54345,19.027628487698305,54959,19.15260716820972,69304,23.801542992790573,77637,26.329828093221504,unknown
E23000003,Lancashire,171470,118.58369012637078,157147,108.4207592288767,140484,96.8070701328234,126397,86.99539409022958,99217,68.08284921821068,89726,61.401701915082164,83840,57.202586124552084,76319,51.95851161967396,77089,52.25154269106053,75915,51.244371151947,70654,47.45691673109202,50217,33.54838451070346,57023,37.93089915182138,96398,63.677084427393076,66942,44.0334891846878,54591,35.63013736181255,50982,32.88121819553819,52951,33.718740706825706,unknown
E23000004,Merseyside,112623,82.31207299282877,91796,67.1271192947689,84432,61.68133356515945,74981,54.659280691126696,63305,46.00981755968085,60738,43.988499170752554,58424,42.16311867361976,57329,41.34534458300189,54808,39.53967530256422,55169,39.638341180434956,45662,32.609565053447064,32359,23.00675435478137,29451,20.841265011216393,46285,32.64884905488689,22678,15.99601616106898,15377,10.800593937844432,15376,10.662369173437554,16337,11.21613772705865,unknown
E12000003,Yorkshire and The Humber,379887,73.99412078185966,369038,71.46168440889845,363394,69.90127292050379,324008,62.030760371133894,262699,49.99231177356727,209575,39.63059726047291,198901,37.41067517371237,194790,36.49317778597938,185095,34.55567777630913,182104,33.86493228464069,164148,30.352485124974624,132602,24.43022787937029,114754,21.079439069502413,145343,26.59694095743717,96943,17.72757254428876,80525,14.687763055054715,78007,14.077479101331068,77965,13.936942774786049,unknown
E23000012,Humberside,53075,58.72057194888129,51125,56.30407393702314,44155,48.39238215898742,39723,43.50402151818883,27584,30.137785532682955,21735,23.6752584562664,20433,22.18109184858715,19271,20.897153818710603,17753,19.19747566117369,18006,19.449167096926114,18968,20.38009609847085,17029,18.240575506278,16039,17.167616260587266,19687,21.034625341771257,13325,14.236293627696082,11652,12.438379210442601,9769,10.359963391755933,9123,9.598277928169152,unknown
E23000009,North Yorkshire,50656,65.25514121266148,49903,63.89489601378715,46939,59.73805817903219,43755,55.47075662340231,40282,50.726736498517816,33304,41.68267648240464,30344,37.804960094487484,30749,38.18888151995449,29302,36.360342384331126,29691,36.795332392310044,28621,35.39303194659821,25162,31.03213099550218,21608,26.622607778562198,34080,41.83971998816505,20918,25.72724544564538,16786,20.458805720567764,14842,17.923995111418122,15274,18.30517168438979,unknown
E23000011,South Yorkshire,127635,98.20524499952296,128822,98.61676857112018,127707,97.08251485425497,111644,84.3324986497766,106213,79.68738159956965,80456,59.871781992178924,77177,57.07750062123561,83212,61.26850214961053,82075,60.5143442774038,77198,56.77617692268091,57544,42.123756469287805,40014,29.24600219122094,31763,23.14206985388941,37773,27.483545379536753,27322,19.899272768323726,25058,18.226757211272687,26059,18.71913397337126,25689,18.257061472334037,unknown
E23000010,West Yorkshire,148521,68.94462788394988,139188,64.17695184838179,144593,66.17398376141796,128886,58.64833885221516,88620,40.05322351163089,74080,33.25894069735127,70947,31.662717771278853,61558,27.332483198590527,55965,24.659584058712415,57209,25.037298392832056,59015,25.629567092009342,50397,21.768051064667915,45344,19.498929459578125,53803,22.994749540023804,35378,15.077462819892125,27029,11.499710475675064,27337,11.495079364278421,27879,11.605799944300154,unknown
E12000004,East Midlands,325129,74.45686375632174,313059,71.07265889237449,290227,65.34988319401053,261649,58.51281394151111,213769,47.429694362480646,173227,38.17718682395919,162171,35.50362313367403,159867,34.76330090335829,149548,32.211921305794625,147294,31.462051759639785,137041,28.96283826980851,124966,26.152564088075664,109827,22.808630508160597,161405,33.32059592886129,113531,23.382087291670487,88704,18.171244063628034,82192,16.655119749200548,84974,17.02454187465502,unknown
E23000018,Derbyshire,75649,76.35459279199078,74813,75.07493645328552,68685,68.47252974021612,63107,62.58770977202153,57382,56.53493703835434,50210,49.24330468571473,46766,45.66590826978098,45260,44.04510389914975,43143,41.81957764582037,41550,40.153501375656056,39012,37.5173103554393,40169,38.47656960917101,29761,28.416311713409737,50222,47.74435446917656,35901,34.09945746329899,26654,25.193531007495483,24163,22.6467120419437,22751,21.106605474117018,unknown
E23000021,Leicestershire,58442,60.0875578595414,54062,54.99873851437687,49573,49.9633637610652,39368,39.39242330244752,29289,29.031375573163743,24528,24.0851464129059,24544,23.937915907146948,21050,20.377679229191294,17390,16.615342869399967,19215,18.137522347428654,17511,16.305668666503404,14323,13.15023568145636,12396,11.24622018676564,13338,12.00790804200337,11392,10.216206569688035,8087,7.214648046148054,7505,6.602416634043133,12209,10.575708699817573,unknown
E23000020,Lincolnshire,40099,58.50332791568308,39637,57.13532034381806,39749,56.721082222666176,37952,53.78692430119657,31571,44.35343949536741,26556,37.15331408233161,21747,30.252991633719976,21286,29.382168339422986,22432,30.603794641334495,19989,27.072489913333904,20925,28.044297257488868,16746,22.238128310786674,13063,17.249871580034362,25667,33.71633719227127,15811,20.70559578842603,10927,14.201237263464337,9774,12.603091587107556,11864,15.155695904998417,unknown
E23000022,Northamptonshire,62699,94.48269522591067,54027,80.38990450285837,50226,74.05769086155874,46434,67.93920382053773,38199,55.520914636539246,34303,49.43030432282803,33841,48.30453798017631,33924,48.006996421126814,29831,41.3358958974494,32176,43.885001002470034,26341,35.278156498354015,21742,28.629140572740823,17417,22.64182829806042,23972,30.8513595601635,14436,18.531545733225844,11646,14.79561696045736,11786,14.87340693898824,13384,16.681207468155645,unknown
E23000019,Nottinghamshire,88240,83.69645428280371,90520,85.43701049746389,81994,76.8558771865691,74788,69.5758633489408,57328,52.914995227977165,37630,34.50093747564627,35273,32.098228423125505,38347,34.63881133062283,36752,33.11868188511191,34364,30.79446015153484,33252,29.556098545216333,31986,28.23844740626691,37190,32.64938476233284,48206,42.17276433433066,35991,31.434835013188465,31390,27.388296062332586,28964,24.897385533831613,24766,21.099533980251667,unknown
E12000005,West Midlands region,353082,65.19815914295226,359175,65.88041212606778,330471,60.126741190341036,277066,50.120414102225276,214405,38.521408887673545,185254,33.029951680140755,172769,30.618854638729278,162705,28.671939650858054,155515,27.20276542352982,159028,27.626836535426396,155708,26.789634578565817,138952,23.73198393455771,118497,20.12063175968464,181741,30.694427625711093,103589,17.462968170192333,70294,11.801768435247421,65236,10.83357011770688,66795,10.97575343588982,unknown
E23000015,Staffordshire,61888,57.818178420949366,60889,56.54525040884309,49539,45.71490267623063,41201,37.89855759015177,32575,29.812758487827335,31098,28.31557046796538,32250,29.26428233090689,32173,29.05709181618339,33971,30.61258512382097,36743,33.06420988029826,36575,32.73229413333476,36008,32.09947199185568,32088,28.506120447420297,48314,42.78233026180867,25880,22.88335589542625,19134,16.84464438203731,14031,12.24079584802255,12557,10.809363696308273,unknown
E23000017,Warwickshire,30390,57.441608591858376,30536,57.14275021005612,26075,48.34218293460688,25711,47.42580667772181,21994,40.41781368185443,20395,37.31561748701867,20207,36.87583717475646,17785,32.411263118953066,16504,29.60603027334991,17101,30.45749468806047,16606,29.30686079858813,14230,24.86445117359161,11516,19.91047547584757,16741,28.658489613201976,11669,19.80303876263676,9338,15.586323159994324,7765,12.779705202730725,8529,13.804924711446484,unknown
E23000016,West Mercia,88770,74.59388056239936,85380,71.21136045559257,84332,69.86082013481419,75013,61.911274235094965,59930,49.23963260480368,54644,44.63959676991132,49245,40.041370797973414,47197,38.2077174780656,43635,35.067881485267634,45516,36.357768881021684,46375,36.73631052579463,43910,34.53436802735695,39004,30.515669754170634,56679,44.05903766461215,36436,28.23966356698976,21500,16.50101692313596,16929,12.883718523208806,16207,12.229390681003585,unknown
E23000014,West Midlands,172034,65.51110650762293,182370,69.0335753691292,170525,63.961378242516496,135141,50.29220919379736,99906,36.8393377724712,79117,28.877631506427814,71067,25.72359953031727,65550,23.549699566189744,61405,21.88798825131353,59668,21.071723955754607,56152,19.593488842751714,44804,15.50580221692411,35889,12.345194888554767,60007,20.54266710622846,29604,10.133234022802172,20322,6.963760142633379,26511,8.975169746524497,29502,9.896891446176637,unknown
E12000006,East,380322,67.83839734412787,363189,64.24105700965096,341982,59.90908055742903,302792,52.64626633698708,246351,42.420173426947194,201959,34.44977823143966,177029,29.96759290294054,179829,30.20219950088753,161401,26.72413921567621,166458,27.295973836479966,152258,24.7128950710712,129726,20.913958325238927,117703,18.87059558378395,144066,22.961729335423808,102466,16.270180328652373,85673,13.492563207460698,78784,12.312891605638011,74730,11.552615570600734,unknown
E23000026,Bedfordshire,39617,67.83628334494846,41288,70.02096151628417,41131,69.09486748319706,36126,60.15125227694285,33126,54.431806604905205,27855,45.13672270609682,19628,31.40384532310218,20788,32.79386779281873,22528,34.78309203283766,23416,35.54756703500561,21211,31.67882383162775,17223,25.55553577151811,12817,18.84204553139067,15740,22.86311905816732,12410,17.84114907926157,10699,15.145702536080575,10576,14.772187613487162,10816,14.832266212849055,unknown
E23000023,Cambridgeshire,54737,72.138454381195,53875,70.26126103802781,47782,61.50855715821249,42435,54.04348695429578,35057,44.004915516135476,28207,34.96291999320747,27084,33.243690093787855,24552,29.92438461950984,22453,26.76828912088947,24288,28.53192396655769,19511,22.624675750860703,16001,18.39825595433838,15599,17.792595752543875,15716,17.825162333059236,14178,16.020357085149247,11178,12.458524526396625,12034,13.270637639030715,14006,15.239119033992615,unknown
E23000028,Essex,95164,57.043079621383185,82636,49.186397136289344,79735,47.04254685227632,71056,41.68683364632486,61643,35.88861331377139,55823,32.28365992131353,53836,30.92444775310072,56537,32.25061207539765,52670,29.59692106607357,52077,29.035954135269172,49329,27.254088057959066,46425,25.479612193990818,41187,22.465125792595625,60278,32.6465841267778,30674,16.557324486638734,21197,11.375967764960711,15300,8.149998322059169,14080,7.423850173205595,unknown
E23000027,Hertfordshire,84801,79.76000797590675,78365,73.03668190807808,72205,66.52177838542002,60352,55.03561465950635,49195,44.414210019311305,35085,31.330816271128317,24507,21.704974599148347,32047,28.094004940799824,27139,23.4701263749426,33646,28.823583835628643,33229,28.15458629390443,26498,22.360917254986017,25345,21.330907217917794,27690,23.202731034344062,26118,21.800389298628104,24884,20.721143076978166,25506,21.17404456959558,22106,18.18844532646803,unknown
E23000024,Norfolk,62033,74.82311334978566,64012,76.66612770901077,58757,69.82453847022263,53889,63.67186346154982,37970,44.51734382584186,31781,36.979332717418366,28230,32.62444788062434,25007,28.738855318532753,20868,23.79513469998381,21071,23.864642817502475,17642,19.796891656847894,15026,16.722534578008077,14594,16.152256656414252,14296,15.762477893279115,10228,11.241005711723375,9950,10.833327889449972,8814,9.525569572646248,9964,10.691641012379513,unknown
E23000025,Suffolk,43970,62.54970048125003,43013,60.6548176392947,42372,59.31562767726655,38934,54.211809524870404,29360,40.55383051371869,23208,31.785989675853575,23744,32.422453204284395,20898,28.397957325607624,15743,21.269294423616035,11960,16.064451223033952,11336,15.159478083882624,8553,11.349672899056516,8161,10.804334443201451,10346,13.661314026680893,8858,11.706587301167751,7765,10.172280306910732,6554,8.527691577050438,3758,4.840026685831009,unknown
E12000007,London [note 4],389764,51.29941792552474,365764,47.54211784456773,421801,53.992870858652296,465106,58.55845080335215,467290,57.965675101206415,387812,47.26874227473113,344291,41.43905982028483,266496,31.663386417332074,245085,28.67432953419088,276281,31.90479407405354,250790,28.682526326817026,252469,28.767366940858086,278344,31.510635564031027,519311,58.41687436858411,293025,33.046660158646525,238872,27.129842929439718,254273,28.678980124472996,238702,26.684600833800154,unknown
E23000034,City of London,1902,[u1],2054,[u1],2036,[u1],2304,[u1],1939,[u1],1420,[u1],1119,[u1],1103,[u1],839,[u1],1445,[u1],1672,[u1],1349,[u1],1061,[u1],765,[u1],947,[u1],932,[u1],884,[u1],788,[u1],unknown
E23000001,Metropolitan Police,387862,51.097868658365755,363710,47.32192832922146,419765,53.783397046817235,462802,58.32323687020817,465351,57.77774135766164,386392,47.138250053830696,343172,41.34221363934529,265393,31.56101396058717,244246,28.60149011227074,274836,31.766054926578356,249118,28.51653530472026,251120,28.639361193528725,277283,31.419564722265974,518546,58.38838920668422,292078,32.970837518965865,237940,27.050686214768398,253389,28.614282489433204,237914,26.636595991848047,unknown
E12000008,South East,501524,60.637459630865514,467008,55.919786296678005,455723,54.08277011330701,421577,49.65032066011206,347664,40.53080922771195,279291,32.2775883461323,240419,27.556016874778,226588,25.770230645543208,203237,22.851203011492107,195660,21.813589355557045,187842,20.74911871862301,159523,17.520227178773688,150294,16.425133971822614,211084,22.959460591248202,138741,15.039229733363989,104139,11.202766315946647,101468,10.817676604690083,101630,10.71762984198166,unknown
E23000030,Hampshire,142061,77.50668753720224,132351,71.77931079366112,116410,62.69648192002792,113173,60.55053136136907,89222,47.295091004698655,78270,41.15546586336301,60072,31.366488004949964,52531,27.278571591775354,44525,22.995160299895108,49276,25.26720391181194,49107,24.96974566015478,42820,21.66437222649742,32928,16.614695286246256,37188,18.7252452439146,28970,14.557445125667886,22039,11.009668366149029,17977,8.905187518173726,17200,8.448468273054495,unknown
E23000032,Kent,88347,53.76809371485328,76510,45.990208070977964,81980,48.753160808120214,78431,46.25835815886651,67209,39.19708067510263,57439,33.1758262767053,51214,29.292192104251697,49735,28.184586230326467,47149,26.485761985974328,45868,25.58095047943368,37305,20.62729537756162,31435,17.259090602127312,35502,19.38220649895178,57007,30.93680332904251,32676,17.678613454812034,27637,14.870954637050668,28564,15.226881277343644,27162,14.318012536299761,unknown
E23000031,Surrey,64048,59.148111310894215,58459,53.35607805125594,59295,53.69746848969701,59284,53.23324339006793,50405,44.77244706893917,41096,36.19622553764554,37089,32.43437524322065,34956,30.340747530192324,31601,27.078950638177542,24219,20.622129429215153,25146,21.27087245597117,23075,19.470881433934437,20865,17.58160087364504,30878,25.89949539683818,19448,16.26295002621573,15851,13.143514810189767,14489,11.929619444398703,13890,11.304897730962967,unknown
E23000033,Sussex,106526,68.97158999307862,95461,61.25833020499443,100478,63.909415759123874,91470,57.819472020419816,80861,50.65526530100858,60629,37.67929500087006,55292,34.087056018129786,52526,32.14821252608837,45671,27.720638889984798,40632,24.46966434909862,39704,23.70313058750977,33743,20.04057648060798,32391,19.141162155917357,56958,33.56549892422805,35248,20.753259476976414,19803,11.591798698520162,22290,12.951614187159832,23981,13.814075368249574,unknown
E23000029,Thames Valley,100542,46.385517155471895,104227,47.59349790999031,97560,44.11070539148929,79219,35.5130994872457,59967,26.598472052686862,41857,18.39728231655351,36752,16.009778719871125,36840,15.904668693749215,34291,14.511950956199223,35665,14.913446396478143,36580,15.112005658119998,28450,11.667663920425301,28608,11.639980860434155,29053,11.734077128343815,22399,8.986155887879862,18809,7.460244618600993,18148,7.1177894533719686,19397,7.503878248153722,unknown
E12000009,South West,334496,65.33329166536454,326005,63.0505110010817,301218,57.87040416949405,275631,52.73396582741211,234831,44.63390017999456,189494,35.74797989220935,183740,34.41057884646466,169034,31.433010481451284,148820,27.44663149863366,145639,26.617809747149174,144078,26.068114569578842,135211,24.254547267943945,120311,21.446954124649423,151808,26.902994120640987,110411,19.500387672885328,86276,15.102168420440897,80997,14.050073193184733,80887,13.919014795244886,unknown
E23000036,Avon and Somerset,103561,66.84934513320036,101434,64.90430144405256,93271,59.29957695383876,84338,53.36554493436085,80591,50.6747537346937,66327,41.410350620996056,64853,40.14233932665501,56045,34.36372387618145,41719,25.335404586716933,33903,20.35134478070215,37160,22.009406711447557,36377,21.385881802394145,33200,19.36138907469472,33712,19.54108136745835,28055,16.18713026500043,23269,13.334097388364398,23000,13.028179385568402,22651,12.69286417946077,unknown
E23000035,Devon and Cornwall,112329,68.87652333869855,107605,65.45376022287309,94005,56.911159745366376,83921,50.727138756293215,62678,37.721473278767455,46318,27.710854185674332,46033,27.354142043303842,45468,26.858498457059955,44584,26.188955925086805,45855,26.74506363872846,42249,24.451761176166233,40454,23.181931227816026,34621,19.71863875836537,42763,24.212826915345982,32878,18.560502564079403,25315,14.11988206565815,23459,12.958239106826621,25677,14.091347626087844,unknown
E23000039,Dorset,48844,68.43704769604334,47847,66.22138012071454,47407,65.18728953045955,43340,59.32800832289549,38374,51.99186534738246,32314,43.354826937577315,29447,39.24702018795174,25832,34.238922253311294,22712,29.94642817116087,25845,33.86279573442763,27663,35.950158678175704,23590,30.476106809775608,20316,26.19161806339826,28068,36.08263988964893,19775,25.442788143596395,17292,22.129511133862298,15237,19.40593908086381,13615,17.25910460551252,unknown
E23000037,Gloucestershire,36133,62.22296461868566,34360,58.69340553282714,32145,54.70465104405984,32265,54.641986180734314,28619,48.172268164962965,24781,41.419782078560694,25647,42.591740719643816,24751,40.86656738005528,24553,40.163184919462616,25185,40.774133802623076,22974,36.81282407911857,20246,32.15120563051046,18304,28.840957184477187,32590,51.027438012388124,17632,27.525399174487802,9436,14.595852958692003,10516,16.118723070957024,11060,16.775978497624667,unknown
E23000038,Wiltshire,33629,52.10680120114164,34759,53.00389458692065,34390,51.67325792453511,31767,47.336987134210126,24569,36.28359359539709,19754,28.878934780447583,17760,25.78584392014519,16938,24.417915697787567,15252,21.685040847837893,14851,20.911540985268562,14032,19.564865784351454,14544,20.064647233868197,13870,19.02927380065498,14675,19.96818697026475,12071,16.32052091544183,10964,14.677376171352076,8785,11.689300132261405,7884,10.42311170339346,unknown
W92000004,WALES,271243,90.84834616574916,250629,83.36795508364271,241690,79.87462766869793,213671,70.31260283420954,164230,53.846413621637716,118873,38.79973548824679,113962,37.07206121402039,110756,35.93160161587744,98549,32.06109204668637,96047,31.257780110839217,90691,29.472257743734897,70732,22.954754482265333,64742,20.99395558783854,110026,35.6332738722143,63442,20.435608763198253,51864,16.69997710611653,52000,16.6047182945677,43548,13.761833191969167,unknown
W15000004,Dyfed-Powys,35133,69.68607250461658,35827,70.48923586654128,32924,64.36918240346284,32425,63.31264241683443,25696,50.08254186051498,23795,46.209446574150675,20318,39.34927859010361,18591,35.986457895786195,15196,29.535299113902152,16194,31.579932682519683,14189,27.720795383058448,12194,23.86086575376776,9652,18.929350298884476,15900,31.191638286853216,7967,15.512585112824997,6125,11.870109030585153,5461,10.522462113548562,3596,6.881269399017946,unknown
W15000002,Gwent,67556,119.81880677807378,65781,116.09490764435753,63534,111.4580738422458,54321,94.88085964109425,36882,64.16738288521829,25454,44.10849851926173,26744,46.271417226517826,27337,47.205927808793284,26112,45.16631207513881,21823,37.73496817522388,18325,31.604199866167207,9061,15.592787496859415,8851,15.181063034600339,9469,16.20557756651064,9751,16.6043711845791,8619,14.650887654430113,10672,18.045438251188713,11981,20.122201097727288,unknown
