"table c18: community safety partnerships: percentage change between categories of anti-social behaviour, year ending march 2024 and year ending march 2025 [note 1][note 3]",unnamed: 1,unnamed: 2,unnamed: 3,unnamed: 4,unnamed: 5,unnamed: 6,unnamed: 7,unnamed: 8,unnamed: 9,age_band
England and Wales,,,,,,,,,,unknown
This worksheet contains one table. Some cells refer to notes which can be found on the notes worksheet.,,,,,,,,,,unknown
Some shorthand is used in this table.  [x] indicates data are unavailable.,,,,,,,,,,unknown
Link to Notes page,,,,,,,,,,unknown
Link to table of contents,,,,,,,,,,unknown
Source: Home Office - Police recorded crime,,,`,,,,,,,unknown
"Police Force Area
 code","Police Force Area
 name","Community Safety
 Partnership code","Community Safety
 Partnership name","Local Authority
 code","Local Authority
 name",Total recorded ASB,Environmental,Nuisance,Personal,unknown
E23000001,Metropolitan Police,E22000193,Croydon,E09000008,Croydon,-4.793842770753161,-16.11111111111111,-4.788732394366197,-0.43243243243243246,unknown
E23000001,Metropolitan Police,E22000194,Ealing,E09000009,Ealing,-4.727600180099055,-15.450643776824036,-4.0484140233722865,-6.161137440758294,unknown
E23000001,Metropolitan Police,E22000195,Enfield,E09000010,Enfield,-12.062256809338521,-15.935334872979215,-12.777708045688465,-3.403755868544601,unknown
E23000001,Metropolitan Police,E22000196,Greenwich,E09000011,Greenwich,-6.318799142244461,-8.088235294117647,-5.5611729019211324,-11.406844106463879,unknown
E23000001,Metropolitan Police,E22000197,Hackney,E09000012,Hackney,-17.35888140859658,-18.97590361445783,-17.291967291967293,-17.378351539225424,unknown
E23000001,Metropolitan Police,E22000198,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,1.3685239491691104,-8.256880733944955,2.4468892261001516,-4.166666666666666,unknown
E23000001,Metropolitan Police,E22000199,Haringey,E09000014,Haringey,-12.260784949724295,-11.186440677966102,-13.282990839316664,-3.1963470319634704,unknown
E23000001,Metropolitan Police,E22000200,Harrow,E09000015,Harrow,-2.898825312618416,-7.943925233644859,-2.2622446738414235,-6.457925636007827,unknown
E23000001,Metropolitan Police,E22000201,Havering,E09000016,Havering,-2.5033187938554904,-14.782608695652174,-3.396980461811723,10.204081632653061,unknown
E23000001,Metropolitan Police,E22000202,Hillingdon,E09000017,Hillingdon,-0.33561551886159213,13.846153846153847,-0.15738117721120554,-6.107784431137724,unknown
E23000001,Metropolitan Police,E22000203,Hounslow,E09000018,Hounslow,-16.414585531715325,-33.65384615384615,-17.092498975269844,-1.1335012594458438,unknown
E23000001,Metropolitan Police,E22000204,Islington,E09000019,Islington,6.411570436169001,3.754266211604096,6.7947019867549665,4.157782515991471,unknown
E23000001,Metropolitan Police,E22000205,Kensington and Chelsea,E09000020,Kensington and Chelsea,0.5059704513256426,-10.614525139664805,0.9893992932862191,0.3868471953578337,unknown
E23000001,Metropolitan Police,E22000206,Kingston upon Thames,E09000021,Kingston upon Thames,-8.111888111888112,-0.7299270072992701,-8.152701391135555,-10.662824207492795,unknown
E23000001,Metropolitan Police,E22000207,Lambeth,E09000022,Lambeth,-5.09909563209544,-19.05940594059406,-4.868788386376326,-1.6425120772946862,unknown
E23000001,Metropolitan Police,E22000208,Lewisham,E09000023,Lewisham,-4.3870112657389,-0.3875968992248062,-4.782608695652174,-2.5974025974025974,unknown
E23000001,Metropolitan Police,E22000209,Merton,E09000024,Merton,-5.206550965534099,-19.5,-3.76249265138154,-9.406952965235174,unknown
E23000001,Metropolitan Police,E22000210,Newham,E09000025,Newham,-11.57491797302224,-6.181015452538632,-12.12026633374948,-8.489525909592063,unknown
E23000001,Metropolitan Police,E22000211,Redbridge,E09000026,Redbridge,-6.205509130300216,-17.91530944625407,-6.336489439184268,0.301659125188537,unknown
E23000001,Metropolitan Police,E22000212,Richmond upon Thames,E09000027,Richmond upon Thames,-9.721023871153294,-19.480519480519483,-9.377162629757784,-8.545034642032332,unknown
E23000001,Metropolitan Police,E22000213,Southwark,E09000028,Southwark,-3.9992021541837044,-3.9755351681957185,-4.598490048043926,1.4613778705636742,unknown
E23000001,Metropolitan Police,E22000214,Sutton,E09000029,Sutton,-5.461448598130842,-8.75,-5.109489051094891,-6.718346253229974,unknown
E23000001,Metropolitan Police,E22000215,Tower Hamlets,E09000030,Tower Hamlets,-11.940060577076359,-3.9337474120082816,-12.010771992818672,-15.276273022751896,unknown
E23000001,Metropolitan Police,,Unassigned Metropolitan police,,,[x],[x],[x],[x],unknown
E23000001,Metropolitan Police,E22000216,Waltham Forest,E09000031,Waltham Forest,-18.147781081378703,-26.735218508997427,-18.606713109563014,-9.410288582183187,unknown
E23000001,Metropolitan Police,E22000217,Wandsworth,E09000032,Wandsworth,-5.126272144741802,-12.052117263843648,-5.075845974329055,-2.8894472361809047,unknown
E23000001,Metropolitan Police,E22000192,Westminster,E09000033,Westminster,-9.50945464510825,-8.771929824561402,-9.993821439604572,-4.530201342281879,unknown
E23000024,Norfolk,,,,,13.047424551849328,14.71861471861472,11.418214771182601,18.833044482957828,unknown
E23000024,Norfolk,E22000218,Breckland,E07000143,Breckland,8.883248730964468,-22.07792207792208,15.719467956469165,-2.877697841726619,unknown
E23000024,Norfolk,E22000219,Broadland,E07000144,Broadland,25.039123630672925,[u],26.88679245283019,17.142857142857142,unknown
E23000024,Norfolk,E22000220,Great Yarmouth,E07000145,Great Yarmouth,5.800756620428752,4.938271604938271,2.725020644095789,18.70748299319728,unknown
E23000024,Norfolk,E22000221,King's Lynn and West Norfolk,E07000146,King's Lynn and West Norfolk,11.85737976782753,3.225806451612903,7.624309392265194,30.125523012552303,unknown
E23000024,Norfolk,E22000222,North Norfolk,E07000147,North Norfolk,11.937984496124031,[u],10.981308411214954,11.578947368421053,unknown
E23000024,Norfolk,E22000223,Norwich,E07000148,Norwich,21.245283018867926,24.81203007518797,18.036529680365295,41.284403669724774,unknown
E23000024,Norfolk,E22000224,South Norfolk,E07000149,South Norfolk,1.1441647597254003,[u],-5.357142857142857,10.045662100456621,unknown
E23000024,Norfolk,,Unassigned Norfolk,,,[x],[x],[x],[x],unknown
W15000001,North Wales,,,,,25.559135708870357,7.223476297968396,17.055003819709704,36.36363636363637,unknown
W15000001,North Wales,W14000003,Conwy,W06000003,Conwy,23.624161073825505,5.555555555555555,15.529010238907851,35.04624871531347,unknown
W15000001,North Wales,W14000004,Denbighshire,W06000004,Denbighshire,21.451929365598428,-15,23.62204724409449,22.206506364922205,unknown
W15000001,North Wales,W14000005,Flintshire,W06000005,Flintshire,28.347578347578345,18.27956989247312,20.423892100192678,37.743589743589745,unknown
W15000001,North Wales,W14000002,Gwynedd,W06000002,Gwynedd,23.940435280641466,-8,9.482758620689655,40.39580908032596,unknown
W15000001,North Wales,W14000001,Isle of Anglesey,W06000001,Isle of Anglesey,24.449877750611247,[u],15.934065934065933,33.72641509433962,unknown
W15000001,North Wales,,Unassigned North Wales,,,[x],[x],[x],[x],unknown
W15000001,North Wales,W14000006,Wrexham,W06000006,Wrexham,29.556185080264402,27.368421052631582,16.911764705882355,44.49197860962567,unknown
E23000009,North Yorkshire ,,,,,2.910658940843552,19.246861924686193,0.038091610322826396,8.002207505518765,unknown
E23000009,North Yorkshire,E22000371,City of York,E06000014,York,0.7630351844001695,0,-3.747323340471092,22.33502538071066,unknown
E23000009,North Yorkshire,E22000372,North Yorkshire,E06000065,North Yorkshire,3.7780870948498704,26.39691714836224,1.993157816450989,3.8707386363636362,unknown
E23000009,North Yorkshire,,Unassigned North Yorkshire,,,[x],[x],[x],[x],unknown
E23000022,Northamptonshire,,,,,13.558459188868149,26.80327868852459,12.640539672341792,5.032051282051282,unknown
E23000022,Northamptonshire,E22000233,Corby,E07000150,Corby,17.105263157894736,58.37563451776649,15,-2.9154518950437316,unknown
E23000022,Northamptonshire,E22000357,Daventry and South Northamptonshire,Combined Local Authorities,,12.769895126465144,24.17910447761194,7.351225204200699,14.685314685314685,unknown
E23000022,Northamptonshire,E22000235,East Northamptonshire,E07000152,East Northamptonshire,4.366499642090194,21.45214521452145,-0.6765899864682002,0.28169014084507044,unknown
E23000022,Northamptonshire,E22000236,Kettering,E07000153,Kettering,14.709517923362176,26.10062893081761,18.833535844471445,0,unknown
E23000022,Northamptonshire,E22000237,Northampton,E07000154,Northampton,14.19698314108252,19.11021233569262,15.112406328059949,7.878245299910475,unknown
E23000022,Northamptonshire,,Unassigned Northamptonshire,,,[x],[x],[x],[x],unknown
E23000022,Northamptonshire,E22000239,Wellingborough,E07000156,Wellingborough,21.80339985218034,50.3875968992248,19.06721536351166,7.103825136612022,unknown
E23000007,Northumbria,,,,,-18.225875421675298,-22.685904550499444,-15.854856599588022,-27.29532648326152,unknown
E23000007,Northumbria,E22000244,Gateshead,E08000037,Gateshead,-17.957479119210326,-18.216318785578746,-17.78514927277367,-18.613138686131386,unknown
E23000007,Northumbria,E22000245,Newcastle upon Tyne,E08000021,Newcastle upon Tyne,-17.04444837967062,-28.325859491778775,-13.347260909935004,-29.55223880597015,unknown
E23000007,Northumbria,E22000246,North Tyneside,E08000022,North Tyneside,-10.761679694600982,-22.18978102189781,-5.7657657657657655,-23.200859291084853,unknown
E23000007,Northumbria,E22000358,Northumberland,E06000057,Northumberland,-20.49752506663282,-26.013513513513516,-17.312390924956368,-31.086439333862014,unknown
E23000007,Northumbria,E22000247,South Tyneside,E08000023,South Tyneside,-19.025573192239857,-3.5989717223650386,-19.157530294287366,-27.165932452276063,unknown
E23000007,Northumbria,E22000248,Sunderland,E08000024,Sunderland,-23.31231941161019,-23.59882005899705,-22.007071897625863,-30.892678034102307,unknown
E23000007,Northumbria,,Unassigned Northumbria,,,[x],[x],[x],[x],unknown
E23000019,Nottinghamshire,,,,,-14.493854439994475,-26.704089815557335,-14.953910558306163,-5.219206680584551,unknown
E23000019,Nottinghamshire,E22000251,Ashfield,E07000170,Ashfield,-4.382736701237873,3.0303030303030303,-4.4205495818399045,-6.068601583113456,unknown
E23000019,Nottinghamshire,E22000252,Bassetlaw,E07000171,Bassetlaw,-16.160819865983445,-24.793388429752067,-19.290573372206023,4.748603351955307,unknown
E23000019,Nottinghamshire,E22000255,Mansfield,E07000174,Mansfield,-14.647794601711652,-1.1235955056179776,-15.219929933826393,-13.94736842105263,unknown
E23000019,Nottinghamshire,E22000256,Newark and Sherwood,E07000175,Newark and Sherwood,-15.99684791174153,-18.333333333333332,-18.330134357005758,-0.5988023952095809,unknown
E23000019,Nottinghamshire,E22000257,Nottingham,E06000018,Nottingham,-19.042360179853276,-42.138364779874216,-18.656112260501935,-7.792207792207792,unknown
E23000019,Nottinghamshire,E22000366,South Nottinghamshire,Combined Local Authorities,,-7.4799295085177215,-8.522727272727272,-7.975735789710177,-2.5,unknown
E23000019,Nottinghamshire,,Unassigned Nottinghamshire,,,[x],[x],[x],[x],unknown
W15000003,South Wales,,,,,-41.84475607347423,-32.91796469366563,-41.28429985855728,-46.587329366468325,unknown
W15000003,South Wales,W14000013,Bridgend,W06000013,Bridgend,-41.3670661340435,-41.05263157894737,-39.078855547801815,-46.666666666666664,unknown
W15000003,South Wales,W14000015,Cardiff,W06000015,Cardiff,-40.168296002969925,-27.33446519524618,-38.40812870448772,-51.480781348456205,unknown
W15000003,South Wales,W14000023,Cwm Taf,Combined Local Authorities,,-37.78076406220004,-30.94059405940594,-35.56266356498982,-45.387994143484626,unknown
W15000003,South Wales,W14000012,Neath Port Talbot,W06000012,Neath Port Talbot,-34.5578812473302,-32.850241545893724,-37.07006369426751,-28.191489361702125,unknown
W15000003,South Wales,W14000011,Swansea,W06000011,Swansea,-48.04824561403509,-37.72455089820359,-49.261538461538464,-47.540983606557376,unknown
W15000003,South Wales,,Unassigned South Wales,,,[x],[x],[x],[x],unknown
W15000003,South Wales,W14000014,Vale of Glamorgan,W06000014,Vale of Glamorgan ,-38.283307003686154,-18.796992481203006,-36.75344563552833,-48.26086956521739,unknown
E23000011,South Yorkshire,,,,,-1.4198549445489084,-2.1963540522732266,-0.783630822812364,-1.9552191737622202,unknown
E23000011,South Yorkshire,E22000259,Barnsley,E08000016,Barnsley,1.8230432668935341,0.13404825737265416,2.692664809656453,3.205128205128205,unknown
E23000011,South Yorkshire,E22000260,Doncaster,E08000017,Doncaster,-11.044597425920383,-14.05312767780634,-11.566332218506131,0.6578947368421052,unknown
E23000011,South Yorkshire,E22000261,Rotherham,E08000018,Rotherham,1.0602910602910605,-0.0550357732526142,2.6026840178934525,-2.247191011235955,unknown
E23000011,South Yorkshire,E22000262,Sheffield,E08000019,Sheffield,2.045432195889468,4.175365344467641,2.81094984383612,-6.190823015294974,unknown
E23000011,South Yorkshire,,Unassigned South Yorkshire,,,[x],[x],[x],[x],unknown
E23000015,Staffordshire,,,,,-10.505309671441807,2.3952095808383236,-7.674943566591422,-17.72705196697426,unknown
E23000015,Staffordshire,E22000263,Cannock Chase,E07000192,Cannock Chase,5.549738219895288,[u],10.551181102362204,-3.934426229508197,unknown
E23000015,Staffordshire,E22000264,East Staffordshire,E07000193,East Staffordshire,-19.336099585062243,[u],-22.399020807833537,-15.873015873015872,unknown
E23000015,Staffordshire,E22000265,Lichfield,E07000194,Lichfield,-13.230035756853397,[u],-10.695187165775401,-16.34980988593156,unknown
E23000015,Staffordshire,E22000266,Newcastle-under-Lyme,E07000195,Newcastle-under-Lyme,-9.954158480681075,[u],-8.836789900811542,-13.861386138613863,unknown
E23000015,Staffordshire,E22000267,South Staffordshire,E07000196,South Staffordshire,-18.30601092896175,[u],-17.20430107526882,-22.093023255813954,unknown
E23000015,Staffordshire,E22000268,Stafford,E07000197,Stafford,-18.619791666666664,[u],-15.637065637065636,-24.47257383966245,unknown
E23000015,Staffordshire,E22000269,Staffordshire Moorlands,E07000198,Staffordshire Moorlands,5.02092050209205,[u],9.110169491525424,-6.722689075630252,unknown
E23000015,Staffordshire,E22000270,Stoke-on-Trent,E06000021,Stoke-on-Trent,-8.60812217979868,-12.068965517241379,-4.5761078998073215,-19.265463917525775,unknown
E23000015,Staffordshire,E22000271,Tamworth,E07000199,Tamworth,-19.70705725699068,[u],-16.801619433198383,-28.688524590163933,unknown
E23000015,Staffordshire,,Unassigned Staffordshire,,,[x],[x],[x],[x],unknown
E23000025,Suffolk,,,,,-42.660970399755875,-56.97329376854599,-40.899557212770915,-41.34675896790434,unknown
E23000025,Suffolk,E22000273,Ipswich,E07000202,Ipswich,-46.789797713280564,-60,-45.21683673469388,-45.119305856832966,unknown
E23000025,Suffolk,E22000274,Suffolk Coastal,E07000244,Suffolk Coastal,-37.166900420757365,[u],-36.421052631578945,-35.63218390804598,unknown
E23000025,Suffolk,,Unassigned Suffolk,,Unassigned Suffolk,[x],[x],[x],[x],unknown
E23000025,Suffolk,E22000278,Waveney,E07000244,Waveney,-42.353770260747005,-62.40601503759399,-39.50749464668094,-42.32954545454545,unknown
E23000025,Suffolk,E22000373,Western Suffolk,E07000245,Western Suffolk,-37.66487542745482,-51.37614678899083,-35.46325878594249,-37.26169844020797,unknown
E23000031,Surrey,,,,,-4.134170750224308,12.537612838515546,-7.725234406848756,-3.3917256802087214,unknown
E23000031,Surrey,E22000279,Elmbridge,E07000207,Elmbridge,-9.897360703812316,4.30622009569378,-14.205186020293123,-6.7164179104477615,unknown
E23000031,Surrey,E22000280,Epsom and Ewell,E07000208,Epsom and Ewell,23.212627669452182,28.999999999999996,18.779342723004692,48.8,unknown
E23000031,Surrey,E22000281,Guildford,E07000209,Guildford,-7.09812108559499,11.895910780669144,-12.980030721966207,0.2898550724637681,unknown
E23000031,Surrey,E22000282,Mole Valley,E07000210,Mole Valley,8.862275449101796,20.33898305084746,13.737373737373737,-8.108108108108109,unknown
E23000031,Surrey,E22000283,Reigate and Banstead,E07000211,Reigate and Banstead,-8.099173553719009,9.75609756097561,-14.150943396226415,3.0303030303030303,unknown
E23000031,Surrey,E22000284,Runnymede,E07000212,Runnymede,1.1754827875734677,21.62162162162162,-3.638644918444166,1.4354066985645932,unknown
E23000031,Surrey,E22000285,Spelthorne,E07000213,Spelthorne,1.4943960149439601,16,-1.0723860589812333,1.3937282229965158,unknown
E23000031,Surrey,E22000286,Surrey Heath,E07000214,Surrey Heath,-2.4606299212598426,18.620689655172416,0.3048780487804878,-25.116279069767444,unknown
E23000031,Surrey,E22000287,Tandridge,E07000215,Tandridge,-14.000000000000002,8.670520231213873,-17.774762550881952,-20,unknown
E23000031,Surrey,,Unassigned Surrey,,,[x],[x],[x],[x],unknown
E23000031,Surrey,E22000288,Waverley,E07000216,Waverley,-11.989574283231972,5,-17.473118279569892,-7.488986784140969,unknown
E23000031,Surrey,E22000289,Woking,E07000217,Woking,-15.937940761636108,5.325443786982249,-22.187171398527866,-8.053691275167784,unknown
E23000033,Sussex,,,,,7.586361597128757,11.002921129503408,7.594467115374423,6.056808688387635,unknown
E23000033,Sussex,E22000290,Adur,E07000223,Adur,20.605187319884728,[u],22.651006711409398,-10.256410256410255,unknown
E23000033,Sussex,E22000291,Arun,E07000224,Arun,6.827111984282908,35.15625,5.651397977394408,-0.4405286343612335,unknown
E23000033,Sussex,E22000292,Brighton and Hove,E06000043,Brighton and Hove,10.141654691028537,34.22459893048128,9.655831739961759,5.2,unknown
E23000033,Sussex,E22000293,Chichester,E07000225,Chichester,27.091043671354555,-9.821428571428571,28.32014072119613,53.92156862745098,unknown
E23000033,Sussex,E22000294,Crawley,E07000226,Crawley,3.5175879396984926,32.20338983050847,2.213393870601589,7.100591715976331,unknown
E23000033,Sussex,E22000295,Eastbourne,E07000061,Eastbourne,7.815079801871216,-30.76923076923077,6.17906683480454,59.84251968503938,unknown
E23000033,Sussex,E22000296,Hastings,E07000062,Hastings,-1.8452380952380953,0,-3.180212014134275,7.329842931937172,unknown
E23000033,Sussex,E22000297,Horsham,E07000227,Horsham,1.933085501858736,40.74074074074074,3.7037037037037033,-20.108695652173914,unknown
E23000033,Sussex,E22000298,Lewes,E07000063,Lewes,0.8021390374331552,[u],3.5331905781584587,-16.216216216216218,unknown
E23000033,Sussex,E22000299,Mid Sussex,E07000228,Mid Sussex,-2.0765736534717716,7.142857142857142,-5.114899925871016,24.264705882352942,unknown
E23000033,Sussex,E22000300,Rother,E07000064,Rother,11.122144985104269,-19.35483870967742,15.929203539823009,-1.2987012987012987,unknown
E23000033,Sussex,,Unassigned Sussex,,,[x],[x],[x],[x],unknown
E23000033,Sussex,E22000301,Wealden,E07000065,Wealden,3.982300884955752,-11.11111111111111,6.654170571696345,-4.424778761061947,unknown
E23000033,Sussex,E22000302,Worthing,E07000229,Worthing,13.977695167286244,3.278688524590164,15.156794425087108,8.823529411764707,unknown
E23000029,Thames Valley,,,,,6.8823010800088165,11.937244201909959,10.288619709884852,-9.12938331318017,unknown
E23000029,Thames Valley,E22000303,Aylesbury Vale,E06000060,Aylesbury Vale,6.782768102658111,49.31506849315068,6.865284974093264,-6.097560975609756,unknown
E23000029,Thames Valley,E22000304,Bracknell Forest,E06000036,Bracknell Forest,9.566968781470292,-10.416666666666668,14.228187919463087,-0.6578947368421052,unknown
E23000029,Thames Valley,E22000305,Cherwell,E07000177,Cherwell,-12.908777969018933,8.791208791208792,-12.650602409638553,-21.991701244813278,unknown
E23000029,Thames Valley,E22000306,Chiltern,E06000060,Chiltern,9.292929292929292,[u],9.090909090909092,-5.434782608695652,unknown
E23000029,Thames Valley,E22000307,Milton Keynes,E06000042,Milton Keynes,13.273960983884647,16.176470588235293,23.21867321867322,-18.631178707224336,unknown
E23000029,Thames Valley,E22000308,Oxford,E07000178,Oxford,16.94036300777874,43.75,16.2132752992383,10.919540229885058,unknown
E23000029,Thames Valley,E22000309,Reading,E06000038,Reading,-1.3043478260869565,0,2.8912633563796355,-22.054380664652566,unknown
E23000029,Thames Valley,E22000310,Slough,E06000039,Slough,-1.3664596273291925,5.833333333333333,1.1541632316570487,-15.523465703971121,unknown
E23000029,Thames Valley,E22000311,South Bucks,E06000060,South Bucks,12.5,[u],11.28048780487805,2.8169014084507045,unknown
E23000029,Thames Valley,E22000312,South Oxfordshire,E07000179,South Oxfordshire,4.887218045112782,-14.634146341463413,9.265734265734265,-1.3888888888888888,unknown
E23000029,Thames Valley,,Unassigned Thames Valley,,,[x],[x],[x],[x],unknown
E23000029,Thames Valley,E22000313,Vale of White Horse,E07000180,Vale of White Horse,14.585908529048208,-26.25,24.820143884892087,0.5780346820809248,unknown
E23000029,Thames Valley,E22000314,West Berkshire,E06000037,West Berkshire,15.252918287937744,6.730769230769231,21.330517423442448,-5.555555555555555,unknown
E23000029,Thames Valley,E22000315,West Oxfordshire,E07000181,West Oxfordshire,5.405405405405405,9.433962264150944,9.316770186335404,-10.76923076923077,unknown
E23000029,Thames Valley,E22000316,Windsor and Maidenhead,E06000040,Windsor and Maidenhead,12.81437125748503,26.08695652173913,14.691151919866444,0.5988023952095809,unknown
E23000029,Thames Valley,E22000317,Wokingham,E06000041,Wokingham,9.649122807017543,8.433734939759036,6.515580736543909,28.455284552845526,unknown
E23000029,Thames Valley,E22000318,Wycombe,E06000060,Wycombe,7.230657989877079,30.76923076923077,9.559512652296158,-16.037735849056602,unknown
E23000017,Warwickshire,,,,,9.839021249195106,-16.897856242118536,4.8832271762208075,36.01340033500838,unknown
E23000017,Warwickshire,E22000319,North Warwickshire,E07000218,North Warwickshire,0.43478260869565216,4.49438202247191,-13.08562197092084,38.20754716981132,unknown
E23000017,Warwickshire,E22000320,Nuneaton and Bedworth,E07000219,Nuneaton and Bedworth,20.244107744107744,-9.56175298804781,19.04176904176904,39.2354124748491,unknown
E23000017,Warwickshire,E22000321,Rugby,E07000220,Rugby,15.348837209302326,13.26530612244898,5.3314121037463975,40.63604240282685,unknown
E23000017,Warwickshire,E22000359,South Warwickshire,Combined Local Authorities,,3.0097373856594865,-35.774647887323944,-1.0286225402504472,31.57894736842105,unknown
E23000017,Warwickshire,,Unassigned Warwickshire,,,[x],[x],[x],[x],unknown
E23000016,West Mercia,,,,,-4.264870931537598,-10.21087680355161,-4.8388239461565705,2.770517511761631,unknown
E23000016,West Mercia,E22000326,"Herefordshire, County of",E06000019,"Herefordshire, County of",-6.073249884098285,-33.82352941176471,-6.446092413006276,10.44776119402985,unknown
E23000016,West Mercia,E22000368,North Worcestershire,Combined Local Authorities,,5.391899000526039,6.944444444444445,5.958795562599049,0.46403712296983757,unknown
E23000016,West Mercia,E22000360,Shropshire,E06000051,Shropshire,-6.2682215743440235,-13.636363636363635,-6.932409012131716,2.4390243902439024,unknown
E23000016,West Mercia,E22000332,South Worcester,Combined Local Authorities,,-7.3149364870784055,-9.375,-7.819469955392286,-2.824858757062147,unknown
E23000016,West Mercia,E22000333,Telford and Wrekin,E06000020,Telford and Wrekin,-8.308106289942819,-10.135135135135135,-10.39426523297491,9.235668789808917,unknown
E23000016,West Mercia,,Unassigned West Mercia,,,[x],[x],[x],[x],unknown
E23000014,West Midlands,,,,,11.28210931311531,-7.656102918104802,11.192960916717823,27.72775423728814,unknown
E23000014,West Midlands,E22000335,Birmingham,E08000025,Birmingham,9.898454746136865,-8.392101551480959,11.303303303303304,18.900126422250317,unknown
E23000014,West Midlands,E22000336,Coventry,E08000026,Coventry,11.948051948051948,-36.04465709728867,19.543693499784762,36.116504854368934,unknown
E23000014,West Midlands,E22000337,Dudley,E08000027,Dudley,3.449800973020787,-4.291845493562231,1.6288539848749273,19.41747572815534,unknown
E23000014,West Midlands,E22000338,Sandwell,E08000028,Sandwell,10.653665583243049,20.8,0.6535947712418301,60.742705570291776,unknown
E23000014,West Midlands,E22000339,Solihull,E08000029,Solihull,2.2496371552975325,-5.263157894736842,6.63265306122449,-10.569105691056912,unknown
E23000014,West Midlands,,Unassigned West Midlands,,,[x],[x],[x],[x],unknown
E23000014,West Midlands,E22000340,Walsall,E08000030,Walsall,18.890356671070013,5.863192182410423,15.708154506437769,48.08184143222506,unknown
E23000014,West Midlands,E22000341,Wolverhampton,E08000031,Wolverhampton,21.00656455142232,24.5,18.507807981492192,31.179775280898873,unknown
E23000010,West Yorkshire,,,,,1.9826608625672166,-9.481216457960643,2.7848197056263952,-40.40114613180516,unknown
E23000010,West Yorkshire,E22000342,Bradford,E08000032,Bradford,3.407053197848177,12,3.812316715542522,-38.63636363636363,unknown
E23000010,West Yorkshire,E22000343,Calderdale,E08000033,Calderdale,17.433414043583532,[u],18.451483157365512,[u],unknown
E23000010,West Yorkshire,E22000344,Kirklees,E08000034,Kirklees,-4.316239316239316,-22.89156626506024,-3.0948643193541154,[u],unknown
E23000010,West Yorkshire,E22000345,Leeds,E08000035,Leeds,-0.451591584976319,-9.090909090909092,0.12458942122550686,-36.44859813084112,unknown
E23000010,West Yorkshire,,Unassigned West Yorkshire,,,[x],[x],[x],[x],unknown
E23000010,West Yorkshire,E22000346,Wakefield,E08000036,Wakefield,5.955913522679102,-18.421052631578945,7.189685314685315,[u],unknown
E23000038,Wiltshire ,,,,,-10.256118383608422,-20.985010706638114,-9.32230869001297,-10.604651162790697,unknown
E23000038,Wiltshire ,E22000350,Swindon,E06000030,Swindon,-8.070279928528887,-18.120805369127517,-8.3889816360601,-5.289052890528905,unknown
,,,Unassigned Wiltshire,,,[x],[x],[x],[x],unknown
E23000038,Wiltshire,E22000361,Wiltshire,E06000054,Wiltshire,-28.818868619863647,-40.56603773584906,-27.651113467656412,-29.31937172774869,unknown
,British Transport Police,,British Transport Police,,,27.994955863808325,14.52513966480447,29.467321496033243,7.397793640493186,unknown
,BTP - CENTRAL,,BTP - CENTRAL,,,27.994955863808325,14.52513966480447,29.467321496033243,7.397793640493186,unknown
