"table s28:  perceptions of police contact and complaints process, year ending march 2011 to year ending march 2016 csew",unnamed: 1,unnamed: 2,unnamed: 3,unnamed: 4,unnamed: 5,unnamed: 6,unnamed: 7,unnamed: 8,unnamed: 9,unnamed: 10,unnamed: 11,unnamed: 12,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,unnamed: 18,unnamed: 19,unnamed: 20,unnamed: 21,unnamed: 22,unnamed: 23,unnamed: 24,unnamed: 25,unnamed: 26,unnamed: 27,unnamed: 28,unnamed: 29,unnamed: 30,unnamed: 31,unnamed: 32,unnamed: 33,unnamed: 34,unnamed: 35,unnamed: 36,unnamed: 37,unnamed: 38,unnamed: 39,unnamed: 40,unnamed: 41,unnamed: 42,unnamed: 43,unnamed: 44,unnamed: 45,unnamed: 46,unnamed: 47,unnamed: 48,unnamed: 49,unnamed: 50,unnamed: 51,unnamed: 52,unnamed: 53,unnamed: 54,unnamed: 55,unnamed: 56,unnamed: 57,unnamed: 58,unnamed: 59,unnamed: 60,unnamed: 61,unnamed: 62,unnamed: 63,unnamed: 64,unnamed: 65,unnamed: 66,unnamed: 67,unnamed: 68,unnamed: 69,unnamed: 70,unnamed: 71,unnamed: 72,unnamed: 73,unnamed: 74,unnamed: 75,unnamed: 76,unnamed: 77,unnamed: 78,unnamed: 79,unnamed: 80,unnamed: 81,unnamed: 82,unnamed: 83,unnamed: 84,unnamed: 85,unnamed: 86,unnamed: 87,unnamed: 88,unnamed: 89,unnamed: 90,unnamed: 91,unnamed: 92,unnamed: 93,unnamed: 94,unnamed: 95,unnamed: 96,unnamed: 97,unnamed: 98,unnamed: 99,unnamed: 100,unnamed: 101,unnamed: 102,unnamed: 103,unnamed: 104,unnamed: 105,unnamed: 106,unnamed: 107,unnamed: 108,unnamed: 109,unnamed: 110,unnamed: 111,unnamed: 112,unnamed: 113,unnamed: 114,unnamed: 115,unnamed: 116,unnamed: 117,unnamed: 118,unnamed: 119,unnamed: 120,unnamed: 121,unnamed: 122,unnamed: 123,unnamed: 124,unnamed: 125,unnamed: 126,unnamed: 127,unnamed: 128,unnamed: 129,unnamed: 130,unnamed: 131,unnamed: 132,unnamed: 133,unnamed: 134,unnamed: 135,unnamed: 136,unnamed: 137,unnamed: 138,unnamed: 139,unnamed: 140,unnamed: 141,unnamed: 142,unnamed: 143,unnamed: 144,unnamed: 145,unnamed: 146,unnamed: 147,unnamed: 148,unnamed: 149,unnamed: 150,unnamed: 151,unnamed: 152,unnamed: 153,unnamed: 154,unnamed: 155,unnamed: 156,unnamed: 157,unnamed: 158,unnamed: 159,unnamed: 160,unnamed: 161,unnamed: 162,unnamed: 163,unnamed: 164,unnamed: 165,unnamed: 166,unnamed: 167,unnamed: 168,unnamed: 169,unnamed: 170,unnamed: 171,unnamed: 172,unnamed: 173,unnamed: 174,unnamed: 175,unnamed: 176,unnamed: 177,unnamed: 178,unnamed: 179,unnamed: 180,unnamed: 181,unnamed: 182,unnamed: 183,unnamed: 184,unnamed: 185,unnamed: 186,unnamed: 187,unnamed: 188,unnamed: 189,unnamed: 190,unnamed: 191,unnamed: 192,unnamed: 193,unnamed: 194,unnamed: 195,unnamed: 196,unnamed: 197,unnamed: 198,unnamed: 199,unnamed: 200,unnamed: 201,unnamed: 202,unnamed: 203,unnamed: 204,unnamed: 205,unnamed: 206,unnamed: 207,unnamed: 208,unnamed: 209,unnamed: 210,unnamed: 211,unnamed: 212,unnamed: 213,unnamed: 214,unnamed: 215,unnamed: 216,unnamed: 217,unnamed: 218,unnamed: 219,unnamed: 220,unnamed: 221,unnamed: 222,unnamed: 223,unnamed: 224,unnamed: 225,unnamed: 226,unnamed: 227,unnamed: 228,unnamed: 229,unnamed: 230,unnamed: 231,unnamed: 232,unnamed: 233,unnamed: 234,unnamed: 235,unnamed: 236,unnamed: 237,unnamed: 238,unnamed: 239,unnamed: 240,unnamed: 241,unnamed: 242,unnamed: 243,unnamed: 244,unnamed: 245,unnamed: 246,unnamed: 247,unnamed: 248,unnamed: 249,unnamed: 250,unnamed: 251,age_band
Respondent made official complaint against police in last 5 years3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,,,,    Respondent made official complaint against police in last 5 years3,unknown
Yes,,12.606315055637593,10.472316170200697,9.980127998703757,10.92584650242785,9.894689194035935,9.955061981408221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Tried to but failed,,2.4019448589917864,3.324840930585716,1.2254750759730224,1.77476866223551,1.0383652204594565,1.8232146713242687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
No,,84.99174008537062,86.20284289921359,88.79439692532323,87.29938483533664,89.06694558550461,88.22172334726751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Unweighted base - number of adults,,1776,1783,764,1505,1216,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Respondent satisfaction with handling of complaint4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Very satisfied,,11.897092501841898,12.218675890162494,12.118444156502616,12.383798171906061,9.64606534612714,5.987829951628609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Fairly satisfied,,13.569683376975169,12.436073372368025,9.791759565224263,15.447309625625516,18.16463408737587,9.591172597036064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
A bit dissatisified,,17.832215859894944,15.811980004232861,15.879790343157039,12.932742148420878,11.417280285442242,14.32658322398984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Very dissatisfied,,56.701008261288,59.53327073323662,62.21000593511607,59.23615005404754,60.772020281054736,70.0944142273455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Unweighted base - number of adults,,254,243,95,187,148,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Reason respondent did not make complaint5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Could see no benefit to making a complaint/no point,,65.41114659220851,63.774142180347646,65.57387596394184,70.3853264615345,67.45651207257778,67.93384509424548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Was not the appropriate person to make the complaint/none of my business,,13.19187507881526,13.697117155223232,12.984177479309606,12.164605278419383,15.494927864052205,14.767683071676377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Did not know who to complain to/how to complain,,7.965832145797652,9.612445698872236,9.664491466841495,8.793530829896431,8.72023993059937,9.57827397862733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
"Unsure of consequences of making a complaint/worried about police response
",,11.102692141681905,10.488953093427135,9.952258256349639,6.106211257087443,5.973436593131915,5.68847607909957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Too long after the incident/left it too late,,2.328454041496668,2.427341872129753,1.8251968335574287,2.5503261730622393,2.354883539638736,2.031721776351254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
Unweighted base - number of adults,,1521,1541,668,1293,1059,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown
